No;Brand;Phone Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_Infraredport;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_;Display_Protection;Display_Resolution;Display_Size;Display_Type;Features_;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Quad;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_Speed;Network_Technology;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_;Sound_35mmjack;Sound_Loudspeaker;Tests_Audioquality;Tests_Batterynew;Tests_Batteryold;Tests_Camera;Tests_Display;Tests_Loudspeaker;Tests_Performance
52;Xiaomi;Xiaomi Redmi 9A;https://www.gsmarena.com/xiaomi_redmi_9a-10279.php;N/A;N/A;10W wired;Li-Po 5000 mAh;N/A;N/A;164.9 x 77.1 x 9 mm (6.49 x 3.04 x 0.35 in);Nano-SIM + Nano-SIM;196 g (6.91 oz);5.0, A2DP, LE;N/A;No;GPS, GLONASS, BDS;FM radio;microUSB 2.0, OTG;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;N/A;N/A;720 x 1600 pixels, 20:9 ratio (~269 ppi density);6.53 inches, 102.9 cm2 (~81.0% screen-to-body ratio);IPS LCD, 400 nits (typ);N/A;Accelerometer, proximity;2020, June 30;Available. Released 2020, July 07;N/A;LED flash, HDR;N/A;13 MP, f/2.2, 28mm (wide), 1.0µm, PDAF;N/A;1080p@30/60fps;eMMC 5.1;microSDXC (dedicated slot);32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Carbon Gray (Midnight Black), Sky Blue (Sea Blue), Ocean Green (Nature Green);M2006C3LG, M2006C3LI, M2006C3LC, M2004C3L;$ 54.96 / € 65.16 / £ 52.15 / ₹ 6,749;0.90 W/kg (head)     0.65 W/kg (body);0.40 W/kg (head)     1.19 W/kg (body);1, 3, 5, 8, 40, 41 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);Mediatek MT6762G Helio G25 (12 nm);PowerVR GE8320;Android 10, upgradable to Android 11, MIUI 12;HDR;5 MP, f/2.2, (wide), 1.12µm;1080p@30fps;N/A;Yes;Yes;N/A;N/A;N/A;N/A;N/A;N/A;N/A
53;Xiaomi;Xiaomi Redmi Note 10;https://www.gsmarena.com/xiaomi_redmi_note_10-10247.php;N/A;N/A;33W wired, 50% in 25 min, 100% in 74 min;Li-Po 5000 mAh;"IP53 dust protected and water resistant (vertical water sprays)*
* market/region dependent availability";Glass front (Gorilla Glass 3), plastic back, plastic frame;160.5 x 74.5 x 8.3 mm (6.32 x 2.93 x 0.33 in);Nano-SIM + Nano-SIM;178.8 g (6.31 oz);5.0, A2DP, LE;Yes;No;GPS, GLONASS, BDS, GALILEO;FM radio, recording;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~409 ppi density);6.43 inches, 99.8 cm2 (~83.5% screen-to-body ratio);Super AMOLED, 450 nits (typ), 1100 nits (peak);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, gyro, compass;2021, March 04;Available. Released 2021, March 16;N/A;LED flash, HDR, panorama;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60fps;UFS 2.2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Shadow Black (Onyx Gray), Frost White (Pebble White), Aqua Green (Lake Green);M2101K7AI, M2101K7AG;€ 96.36;1.09 W/kg (head)     1.09 W/kg (body);0.59 W/kg (head)     0.97 W/kg (body);1, 3, 5, 8, 40, 41 - India;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International;N/A;HSPA, LTE (CA);GSM / HSPA / LTE;Octa-core (2x2.2 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver);Qualcomm SDM678 Snapdragon 678 (11 nm);Adreno 612;Android 11, upgradable to Android 12, MIUI 14;HDR;"13 MP, f/2.5, (wide), 1/3.06"", 1.12µm";1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 110h;Photo / Video;682 nits max brightness (measured);-26.2 LUFS (Good);"AnTuTu: 218788 (v8)
GeekBench: 2860 (v5.1)
GFXBench: 7.9fps (ES 3.1 onscreen)"
54;Xiaomi;Xiaomi Poco F5;https://www.gsmarena.com/xiaomi_poco_f5-12258.php;N/A;N/A;67W wired, PD3.0, QC4, 100% in 46 min;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 5), plastic back, plastic frame;161.1 x 75 x 7.9 mm (6.34 x 2.95 x 0.31 in);Nano-SIM + Nano-SIM;181 g (6.38 oz);5.3, A2DP, LE;Yes;Yes (market/region dependent);GPS (L1), GLONASS (G1), BDS (B1I), GALILEO (E1), QZSS (L1);No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~88.9% screen-to-body ratio);AMOLED, 68B colors, Dolby Vision, HDR10+, 120Hz, 500 nits (typ), 1000 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;2023, May 09;Available. Released 2023, May;N/A;LED flash, HDR, panorama;N/A;N/A;"64 MP, f/1.8, (wide), 1/2.0"", 0.7µm, PDAF, OIS
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)";4K@30fps, 1080p@30/60/120fps, gyro-EIS;UFS 3.1;No;256GB 8GB RAM, 256GB 12GB RAM;Black, Blue, White;23049PCD8G, 23049PCD8I;$ 339.99 / € 217.70 / ₹ 21,890;1.09 W/kg (head)     1.08 W/kg (body);0.99 W/kg (head)     1.00 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x2.91 GHz Cortex-X2 & 3x2.49 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510);Qualcomm SM7475-AB Snapdragon 7+ Gen 2 (4 nm);Adreno 725;Android 13, upgradable to Android 15, HyperOS;N/A;16 MP, f/2.5, (wide);1080p@30/60fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;Active use score 11:52h;Endurance rating 118h;Photo / Video;963 nits max brightness (measured);-24.3 LUFS (Very good);"AnTuTu: 931174 (v9)
GeekBench: 3939 (v5.1), 4348 (v6)
GFXBench: 66fps (ES 3.1 onscreen)"
55;Xiaomi;Xiaomi Poco F7;https://www.gsmarena.com/xiaomi_poco_f7_5g-13951.php;N/A;N/A;"90W wired, PD3.0, QC3+, 80% in 30 min
22.5W reverse wired";6500 mAh - International modelSi/C Li-Ion 7550 mAh - India model;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass 7i), aluminum frame, glass back;163.1 x 77.9 x 8.2 mm (6.42 x 3.07 x 0.32 in);Nano-SIM + Nano-SIM;215.7 g (7.62 oz);6.0, A2DP, LE, aptX HD, aptX Adaptive, LHDC 5;Yes;Yes;GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5), GLONASS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 7i;1280 x 2772 pixels, 19.5:9 ratio (~447 ppi density);6.83 inches, 114.5 cm2 (~90.2% screen-to-body ratio);AMOLED, 68B colors, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, 700 nits (typ), 1700 nits (HBM), 3200 nits (peak;Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2025, June 24;Available. Released 2025, June 24;"50 MP, f/1.5, 26mm (wide), 1/1.95"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 15mm (ultrawide), 1/4.0"", 1.12µm";LED flash, HDR, panorama;N/A;N/A;N/A;4K@30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS;UFS 4.1;No;256GB 12GB RAM, 512GB 12GB RAM;Black, White, Cyber Silver;25053PC47G, 25053PC47I;€ 399.90 / £ 319.00;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA/Sub6;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.21 GHz Cortex-X4 & 3x3.0 GHz Cortex-A720 & 2x2.8 GHz Cortex-A720 & 2x2.0 GHz Cortex-A720);Qualcomm SM8735 Snapdragon 8s Gen 4 (4 nm);Adreno 825;Android 15, HyperOS 2;HDR;"20 MP, f/2.2, (wide), 1/4""";1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with stereo speakers;N/A;Active use score 14:45h;N/A;N/A;1525 nits max brightness (measured);-26.2 LUFS (Good);"AnTuTu: 2024751 (v10)
GeekBench: 6402 (v6)
3DMark: 3953 (Wild Life Extreme)"
56;Xiaomi;Xiaomi Redmi Note 10 Pro;https://www.gsmarena.com/xiaomi_redmi_note_10_pro-10662.php;N/A;N/A;33W wired, 59% in 30 min;Li-Po 5020 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame;164 x 76.5 x 8.1 mm (6.46 x 3.01 x 0.32 in);Nano-SIM + Nano-SIM;193 g (6.81 oz);5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1080 x 2400 pixels, 20:9 ratio (~395 ppi density);6.67 inches, 107.4 cm2 (~85.6% screen-to-body ratio);AMOLED, 120Hz, HDR10, 450 nits (typ), 1200 nits (peak);Virtual proximity sensing;Fingerprint (side-mounted), accelerometer, gyro, compass;2021, March 04;Available. Released 2021, March 24;N/A;LED flash, HDR, panorama;"108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro), AF
2 MP, f/2.4, (depth)";N/A;N/A;4K@30fps, 1080p@30/60fps;UFS 2.2;microSDXC (dedicated slot);64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Onyx Gray, Glacier Blue, Gradient Bronze;M2101K6G, M2101K6R;$ 106.59 / € 91.67 / £ 150.01;1.09 W/kg (head)     1.06 W/kg (body);0.60 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 32, 38, 40, 41;N/A;HSPA, LTE (CA);GSM / HSPA / LTE;Octa-core (2x2.3 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver);Qualcomm SM7150 Snapdragon 732G (8 nm);Adreno 618;Android 11, upgradable to Android 13, MIUI 14;Panorama;"16 MP, f/2.5, (wide), 1/3.06"", 1.0µm";1080p@30fps, 720p@120fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 118h;Photo / Video;725 nits max brightness (measured);-25.7 LUFS (Very good);"AnTuTu: 295442 (v8)
GeekBench: 1780 (v5.1)
GFXBench: 16fps (ES 3.1 onscreen)"
57;Xiaomi;Xiaomi 14T;https://www.gsmarena.com/xiaomi_14t-13329.php;N/A;N/A;67W wired, PD3.0, 100% in 45 min;Li-Po 5000 mAh;IP68 dust tight and water resistant (immersible up to 2m for 30 min);Glass front (Gorilla Glass 5), plastic frame, glass back (Panda X);160.5 x 75.1 x 7.8 mm or 8.0 mm;Nano-SIM + eSIMeSIM + eSIMNano-SIM + Nano-SIM;193 g or 195 g (6.81 oz);5.4, A2DP, LE, LHDC;Yes;Yes (market/region dependent);GPS (L1+L5), BDS (B1I+B1C+B2a), GALILEO (E1+E5a), NavIC (L5), GLONASS;No;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 5;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~89.1% screen-to-body ratio);AMOLED, 68B colors, 144Hz, 2880Hz PWM, Dolby Vision, HDR10+, 1600 nits (HBM), 4000 nits (peak);Circle to Search;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;2024, September 26;Available. Released 2024, September 26;N/A;Leica lens, Ultra HDR, LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.7, 23mm (wide), 1/1.56"", 1.0µm, PDAF, OIS
50 MP, f/1.9, 50mm (telephoto), 1/2.76"", 0.64µm, PDAF, 2x optical zoom
12 MP, f/2.2, 15mm (ultrawide), 1/3.06"", 1.12µm";4K@24/30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS, 10-bit Rec. 2020, HDR10+;UFS 4.0;No;256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;Titan Gray, Titan Blue, Titan Black, Lemon Green;2406APNFAG;$ 479.99 / € 363.00 / £ 329.99;N/A;0.98 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 42, 48, 66;1, 2, 3, 5, 7, 8, 12, 20, 26, 28, 38, 40, 41, 48, 66, 77, 78 SA/NSA;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510);Mediatek Dimensity 8300 Ultra (4 nm);Mali G615-MC6;Android 14, upgradable to Android 15, HyperOS 2;HDR;"32 MP, f/2.0, 25mm (wide), 1/3.44"", 0.64µm";4K@30fps, 1080p@30/60fps, HDR10+;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with stereo speakers;N/A;Active use score 11:32h;N/A;N/A;1355 nits max brightness (measured);-25.0 LUFS (Very good);"AnTuTu: 1253994 (v10)
GeekBench: 3989 (v6)
3DMark: 2942 (Wild Life Extreme)"
58;Xiaomi;Xiaomi Redmi 12;https://www.gsmarena.com/xiaomi_redmi_12-12328.php;N/A;N/A;18W wired, PD;Li-Po 5000 mAh;"IP53 dust protected and water resistant
(vertical water sprays)";Glass front, plastic frame, glass back;168.6 x 76.3 x 8.2 mm (6.64 x 3.00 x 0.32 in);Nano-SIM + Nano-SIM;198.5 g (7.02 oz);5.3, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, BDS, GALILEO;FM radio;USB Type-C;Wi-Fi 802.11 a/b/g/n/ac, dual-band;N/A;N/A;1080 x 2460 pixels (~396 ppi density);6.79 inches, 109.5 cm2 (~85.1% screen-to-body ratio);IPS LCD, 90Hz, 550 nits (peak);N/A;Fingerprint (side-mounted), accelerometer, compass;2023, June 15;Available. Released 2023, June 15;N/A;LED flash, HDR;N/A;N/A;"50 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, 120˚ (ultrawide)
2 MP, f/2.4, (macro)";1080p@30fps;eMMC 5.1;microSDXC (uses shared SIM slot);128GB 2GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM, 256GB 8GB RAM;Midnight Black, Sky Blue, Polar Silver, Moonstone Silver;23053RN02A, 23053RN02Y, 23053RN02I, 23053RN02L, 23077RABDC;$ 139.99 / € 119.64 / £ 89.88 / ₹ 10,990;1.09 W/kg (head)     1.06 W/kg (body);0.99 W/kg (head)     0.99 W/kg (body);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE;GSM / HSPA / LTE;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769H Helio G88 (12 nm);Mali-G52 MC2;Android 13, upgradable to Android 14, HyperOS;N/A;8 MP, f/2.1, (wide);1080p@30fps;N/A;Yes;Yes;N/A;N/A;Endurance rating 117h;Photo / Video;1507:1 contrast ratio, 541 nits max brightness (measured);-29.9 LUFS (Average);"AnTuTu: 258006 (v9)
GeekBench: 1303 (v5.1), 1380 (v6)
GFXBench: 9fps (ES 3.1 onscreen)"
59;Xiaomi;Xiaomi Redmi Note 14 Pro+ 5G (India);https://www.gsmarena.com/xiaomi_redmi_note_14_pro+-13364.php;N/A;N/A;90W wired, PD;Si/C Li-Ion 6200 mAh;"IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min)
Manufacturer-rated water-resistance (up to 2m for 24 hours)
IP69K (market/region dependent)";Glass front (Gorilla Glass Victus 2), glass back (Gorrila Glass 7i) or silicone polymer back (eco leather);162.5 x 74.7 x 8.8 mm (6.40 x 2.94 x 0.35 in);Nano-SIM + eSIMNano-SIM + Nano-SIM;205 g or 210 g (7.23 oz);5.4, A2DP, LE, LHDC;Yes;Yes (market/region dependent);GPS, GALILEO, GLONASS, QZSS, BDS (B1I+B1c);Unspecified;USB Type-C 2.0, OTG;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass Victus 2;1220 x 2712 pixels, 20:9 ratio (~446 ppi density);6.67 inches, 107.4 cm2 (~88.5% screen-to-body ratio);AMOLED, 68B colors, 120Hz, HDR10+, Dolby Vision, 3000 nits (peak);N/A;Fingerprint (under display, optical), accelerometer, gyro, compass, proximity (ultrasonic);2024, September 26;Available. Released 2024, September 26;N/A;LED flash, HDR, panorama;N/A;N/A;"50 MP, f/1.6, 24mm (wide), 1/1.55"", 1.0µm, PDAF, OIS
50 MP, f/2.0, 60mm (telephoto), 1/2.76"", PDAF (50cm - ∞), 2.5x optical zoom
8 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm";4K@24/30fps, 1080p@30/60/120fps, gyro-EIS, OIS;UFS 2.2 or UFS 3.1;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM;Titan Black, Phantom Purple, Spectre Blue, White, Green;24115RA8EC, 24115RA8EI;₹ 25,999;N/A;N/A;1, 3, 5, 8, 28, 38, 40, 41, 48, 77, 78 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100 - India;1, 3, 5, 8, 28, 38, 40, 41 - India;1, 3, 5, 8, 28, 38, 40, 41, 77, 78 SA/NSA - India;HSPA, LTE, 5G;GSM / HSPA / LTE / 5G;Octa-core (1x2.5 GHz Cortex-A720 & 3x2.4 GHz Cortex-A720 & 4x1.8 GHz Cortex-A520);Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm);Adreno 810;Android 14, up to 3 major Android upgrades, HyperOS;HDR, panorama;"20 MP, f/2.2, 21mm (wide), 1/4.0"", 0.7µm";1080p@30/60fps;24-bit/192kHz Hi-Res & Hi-Res wireless audio;No;Yes, with stereo speakers;N/A;N/A;N/A;N/A;N/A;N/A;N/A
60;Xiaomi;Xiaomi 14 Ultra;https://www.gsmarena.com/xiaomi_14_ultra-12827.php;N/A;N/A;"90W wired, PD3.0, QC4, 100% in 33 min
80W wireless, 100% in 46 min
10W reverse wireless";5000 mAh (Global)5300 mAh (China only);IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Shield Glass), glass back or silicone polymer back (eco leather), titanium frame (grade 5) or aluminum alloy frame;161.4 x 75.3 x 9.2 mm (6.35 x 2.96 x 0.36 in);Nano-SIM + Nano-SIM;219.8 / 224.4 / 229.5 g (7.76 oz);5.4, A2DP, LE, aptX HD, aptX Adaptive, LHDC;Yes;Yes;GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5);No;USB Type-C 3.2 Gen 2, DisplayPort, OTG;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct;N/A;Xiaomi Shield Glass;1440 x 3200 pixels, 20:9 ratio (~522 ppi density);6.73 inches, 108.9 cm2 (~89.6% screen-to-body ratio);LTPO AMOLED, 68B colors, 120Hz, 1920Hz PWM, Dolby Vision, HDR10+, 1000 nits (typ), 3000 nits (peak);Two-way satellite communication;Fingerprint (under display, optical), accelerometer, proximity, gyro, compass, barometer;2024, February 22;Available. Released 2024, February 22;N/A;Laser AF, color spectrum sensor, Leica lenses, Dual-LED flash, HDR, panorama, 67mm filter ring holder (optional);"50 MP, f/1.6-f/4.0, 23mm (wide), 1.0""-type, 1.6µm, dual pixel PDAF, OIS
50 MP, f/1.8, 75mm (telephoto), 1/2.51"", 0.7µm, dual pixel PDAF (10cm - ∞), OIS, 3.2x optical zoom
50 MP, f/2.5, 120mm (periscope telephoto), 1/2.51"", 0.7µm, dual pixel PDAF (30cm - ∞), OIS, 5x optical zoom
50 MP, f/1.8, 12mm, 122˚ (ultrawide), 1/2.51"", 0.7µm, dual pixel PDAF
TOF 3D, (depth)";N/A;N/A;8K@24/30fps, 4K@24/30/60/120fps, 1080p@30/60/120/240/480/960/1920fps, gyro-EIS, Dolby Vision HDR 10-bit rec. (4K@60fps, 1080p);UFS 4.0;No;256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Black, Blue, White, Titanium Gray;24031PN0DC, 24030PN60G;$ 1,220.00 / € 805.34 / £ 1,428.03;N/A;1.00 W/kg (head)     1.00 W/kg (body);1, 3, 5, 7, 8, 28, 38, 40, 41, 48, 66, 77, 78, 79 SA/NSA - China;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 42, 48, 66 - International;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 48, 66, 77, 78, 79 SA/NSA - International;HSPA, LTE, 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Adreno 750;Android 14, up to 4 major Android upgrades, HyperOS;HDR, panorama;"32 MP, f/2.0, 22mm (wide), 1/3.14"", 0.7µm";4K@30/60fps, 1080p@30/60fps, gyro-EIS;24-bit/192kHz Hi-Res & Hi-Res Wireless audio;No;Yes, with stereo speakers;N/A;Active use score 11:25h;N/A;N/A;1281 nits max brightness (measured);-25.6 LUFS (Very good);"AnTuTu: 2014262 (v10)
GeekBench: 7060 (v6)
3DMark: 4977 (Wild Life Extreme)"
61;Xiaomi;Xiaomi Redmi 10;https://www.gsmarena.com/xiaomi_redmi_10-11060.php;N/A;N/A;"18W wired
9W reverse wired";Li-Po 5000 mAh;N/A;N/A;162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in);Nano-SIM + Nano-SIM;181 g (6.38 oz);5.1, A2DP, LE;Yes;Yes (market/region dependent);GPS, GLONASS, GALILEO, BDS;FM radio;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;N/A;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~405 ppi density);6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio);LCD, 90Hz;N/A;Fingerprint (side-mounted), accelerometer, proximity, compass;2021, August 18;Available. Released 2021, August 20;N/A;LED flash, HDR, panorama;"50 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, 120˚ (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4 (depth)";N/A;N/A;1080p@30fps;eMMC 5.1;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Carbon Gray, Pebble White, Sea Blue;21061119AG, 21061119DG, 21061119AL;$ 99.00 / € 106.49 / £ 112.98;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41;N/A;HSPA, LTE (CA);GSM / HSPA / LTE;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mediatek MT6769H Helio G88 (12 nm);Mali-G52 MC2;Android 11, upgradable to Android 13, MIUI 14;HDR, panorama;8 MP, f/2.0, (wide), 1/4.0”, 1.12µm;1080p@30fps;24-bit/192kHz Hi-Res audio;Yes;Yes, with stereo speakers;N/A;N/A;Endurance rating 127h;Photo / Video;1494:1 contrast ratio, 477 nits max brightness (measured);-26.3 LUFS (Good);N/A
